Web_pageurl,Product_Title,Product_price,Product_imagelink,Product_Details
https://www.amazon.de/dp/000110733X,"Sérénade espagnole: Violine und Klavier. (Edition Schott, Nr. 26)",€9.00,"https://images-na.ssl-images-amazon.com/images/I/419YG5nPHEL._SX380_BO1,204,203,200_.jpg","Product details
Publisher : SCHOTT MUSIC GmbH & Co KG, Mainz (26 Aug. 1985)
Language : French
Sheet music : 8 pages
ISBN-10 : 000110733X
ISBN-13 : 978-0001107335
Best Sellers Rank: 4,510,964 in Books (See Top 100 in Books)
1,556 in Violins (Books)
40,469 in Piano, Vocal & Guitar Songbooks
3,080,687 in Foreign Language Books"
https://www.amazon.fr/dp/000110733X,Serenata spagnola (kreisler) violon,"14,77 €","https://images-na.ssl-images-amazon.com/images/I/419YG5nPHEL._SX380_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : SCHOTT (1 janvier 2000)
Langue : Français
Partition : 7 pages
ISBN-10 : 000110733X
ISBN-13 : 978-0001107335
Poids de l'article : 401 g
Classement des meilleures ventes d'Amazon : 1,971,431 en Livres (Voir les 100 premiers en Livres)
1,418 en Violons (Livres)
6,957 en Partitions musicales pour les instruments à cordes"
https://www.amazon.de/dp/000111252X,Eingedunkelt: Neun Gedichte nach Paul Celan. Alt-Solo. Alt.,from €18.00,"https://images-na.ssl-images-amazon.com/images/I/41suSIrxOHL._SX379_BO1,204,203,200_.jpg","Product details
Publisher : SCHOTT MUSIC GmbH & Co KG, Mainz (22 Dec. 1995)
Language : German
Sheet music : 16 pages
ISBN-10 : 000111252X
ISBN-13 : 979-0001112529
Best Sellers Rank: 3,065,299 in Books (See Top 100 in Books)
29,890 in Piano, Vocal & Guitar Songbooks"
https://www.amazon.fr/dp/000111252X,Eingedunkelt,"à partir de 25,94 €","https://images-na.ssl-images-amazon.com/images/I/41suSIrxOHL._SX379_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : SCHOTT (1 janvier 1995)
Langue : Allemand
ISBN-10 : 000111252X
ISBN-13 : 979-0001112529
Poids de l'article : 601 g"
https://www.amazon.de/dp/000115687X,"Viola Spaces: Contemporary Viola Studies. Band 1. Viola. (Essential Exercises, Band 1)",from €22.19,"https://images-na.ssl-images-amazon.com/images/I/41Y-4h2wgsL._SX379_BO1,204,203,200_.jpg","Product details
Publisher : SCHOTT MUSIC GmbH & Co KG, Mainz (9 Mar. 2009)
Language : German, English
Sheet music : 48 pages
ISBN-10 : 000115687X
ISBN-13 : 978-0001156876
Best Sellers Rank: 3,933,214 in Books (See Top 100 in Books)
100 in Viola Songbooks
13,546 in String Instruments (Books)
18,355 in Music Instruction & Study"
https://www.amazon.fr/dp/000115687X,Viola spaces vol. 1 alto,"43,02 €","https://images-na.ssl-images-amazon.com/images/I/41Y-4h2wgsL._SX379_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : SCHOTT (1 janvier 2009)
Langue : Allemand, Anglais
ISBN-10 : 000115687X
ISBN-13 : 978-0001156876
Poids de l'article : 801 g"
https://www.amazon.de/dp/000416041X,Klaviertrio G-Dur Hob XV:15 (EB 1131),€13.90,"https://images-na.ssl-images-amazon.com/images/I/41zx75efEBL._SX376_BO1,204,203,200_.jpg","Product details
Publisher : Breitkopf & Härtel (31 May 1966)
Language : German
Paperback : 40 pages
ISBN-10 : 000416041X
ISBN-13 : 979-0004160411
Best Sellers Rank: 3,642,440 in Books (See Top 100 in Books)
68,139 in Scores, Songbooks & Lyrics"
https://www.amazon.fr/dp/000416041X,Klavier-trio g-dur hob xv: 15,"à partir de 15,38 €","https://images-na.ssl-images-amazon.com/images/I/41zx75efEBL._SX376_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Broché : 40 pages
ISBN-10 : 000416041X
ISBN-13 : 979-0004160411
Poids de l'article : 401 g"
https://www.amazon.de/dp/000416105X,VIOLINKONZERT 2 D-DUR KV 211,€3.85,"https://images-na.ssl-images-amazon.com/images/I/51Qp-R83kUL._SX375_BO1,204,203,200_.jpg","Product details
Publisher : BREITKOPF (1 Jan. 2000)
Language : French
ISBN-10 : 000416105X
ISBN-13 : 978-0004161051"
https://www.amazon.fr/dp/000416105X,Violinkonzert 2 d-dur kv 211,"25,02 €","https://images-na.ssl-images-amazon.com/images/I/51Qp-R83kUL._SX375_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Français
ISBN-10 : 000416105X
ISBN-13 : 978-0004161051
Poids de l'article : 340 g"
https://www.amazon.fr/dp/000416198X,"2 divertimenti kv 252, kv 240","22,37 €","https://images-na.ssl-images-amazon.com/images/I/41H73ri0GDL._SX348_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Broché : 36 pages
ISBN-10 : 000416198X
ISBN-13 : 978-0004161983
Poids de l'article : 1 kg"
https://www.amazon.it/dp/000416198X,"2 leichte Divertimenti für Violine (Oboe), Cello (Fagott) und Klavier - Es-dur KV 252 (240a) und B-dur KV 240 - Bearbeitung (EB 3810)","22,37 €","https://images-na.ssl-images-amazon.com/images/I/41H73ri0GDL._SX348_BO1,204,203,200_.jpg","Dettagli prodotto
Editore : Breitkopf & Härtel (1 gennaio 2000)
Lingua : Tedesco
Copertina flessibile : 36 pagine
ISBN-10 : 000416198X
ISBN-13 : 978-0004161983
Peso articolo : 1 kg"
https://www.amazon.de/dp/000416413X,"Il Re pastore KV 208 - L'amerò, sarò costante - Arie der Aminta - Ausgabe für Sorpan, Violine und Klavier (EB 5473)",€7.90,"https://images-na.ssl-images-amazon.com/images/I/41YwjHe4wkL._SX376_BO1,204,203,200_.jpg","Product details
Publisher : Breitkopf & Härtel (5 Nov. 1963)
Language : German
Sheet music : 10 pages
ISBN-10 : 000416413X
ISBN-13 : 978-0004164137
Best Sellers Rank: 191,875 in Books (See Top 100 in Books)
186 in Scores, Songbooks & Lyrics for Opera & Classical Music"
https://www.amazon.fr/dp/000416413X,L'amero/dein bin ich kv 208,"10,55 €","https://images-na.ssl-images-amazon.com/images/I/41YwjHe4wkL._SX376_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Partition : 10 pages
ISBN-10 : 000416413X
ISBN-13 : 978-0004164137
Poids de l'article : 201 g"
https://www.amazon.de/dp/000416444X,Sonate op. 41 - Ausgabe für Fagott und Klavier (EB 5567),€35.90,"https://images-na.ssl-images-amazon.com/images/I/41aptNQZHrL._SX375_BO1,204,203,200_.jpg","Product details
Publisher : Breitkopf & Härtel (21 Mar. 1961)
Language : German
Paperback : 36 pages
ISBN-10 : 000416444X
ISBN-13 : 978-0004164441"
https://www.amazon.fr/dp/000416444X,Sonate op. 41 basson,"34,45 €","https://images-na.ssl-images-amazon.com/images/I/41aptNQZHrL._SX375_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Broché : 36 pages
ISBN-10 : 000416444X
ISBN-13 : 978-0004164441
Poids de l'article : 140 g"
https://www.amazon.de/dp/000416508X,Quintett B-dur op. 34 - Breitkopf Urtext - Stimmensatz (EB 5830),€25.90,"https://images-na.ssl-images-amazon.com/images/I/41QN-6dasEL._SX381_BO1,204,203,200_.jpg","Product details
Publisher : Breitkopf & Härtel (29 April 1966)
Language : German
Paperback : 68 pages
ISBN-10 : 000416508X
ISBN-13 : 978-0004165080
Dimensions : 30.51 x 23.01 x 0.48 cm"
https://www.amazon.fr/dp/000416508X,Quintett b-dur op. 34 clarinette,"36,44 €","https://images-na.ssl-images-amazon.com/images/I/41QN-6dasEL._SX381_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Broché : 68 pages
ISBN-10 : 000416508X
ISBN-13 : 978-0004165080
Poids de l'article : 500 g
Dimensions : 30.51 x 23.01 x 0.48 cm"
https://www.amazon.de/dp/000416511X,Sonate B-dur für Flöte und Klavier (EB 5879),€15.90,"https://images-na.ssl-images-amazon.com/images/I/515ZbxjDfLL._SX372_BO1,204,203,200_.jpg","Product details
Publisher : Breitkopf & Härtel (14 Feb. 1969)
Language : German
Sheet music : 36 pages
ISBN-10 : 000416511X
ISBN-13 : 979-0004165119
Best Sellers Rank: 2,454,866 in Books (See Top 100 in Books)
24,209 in Piano, Vocal & Guitar Songbooks"
https://www.amazon.fr/dp/000416511X,Sonate bes flute traversiere,"20,96 €","https://images-na.ssl-images-amazon.com/images/I/515ZbxjDfLL._SX372_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Partition : 36 pages
ISBN-10 : 000416511X
ISBN-13 : 979-0004165119
Poids de l'article : 501 g
Classement des meilleures ventes d'Amazon : 1,719,886 en Livres (Voir les 100 premiers en Livres)
885 en Flûtes
3,147 en Partitions musicales pour les bois"
https://www.amazon.fr/dp/000416816X,Chaconne d-moll aus bwv 1004,"13,93 €","https://images-na.ssl-images-amazon.com/images/I/41lrIDbi75L._SX368_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Partition : 16 pages
ISBN-10 : 000416816X
ISBN-13 : 978-0004168166
Poids de l'article : 401 g"
https://www.amazon.it/dp/000416816X,Chaconne aus der Partita II d-moll BWV 1004 Bearbeitung für Cembalo (EB 6594),"13,93 €","https://images-na.ssl-images-amazon.com/images/I/41lrIDbi75L._SX368_BO1,204,203,200_.jpg","Dettagli prodotto
Editore : Breitkopf & Härtel (1 gennaio 2000)
Lingua : Tedesco
Spartito musicale : 16 pagine
ISBN-10 : 000416816X
ISBN-13 : 978-0004168166
Peso articolo : 401 g"
https://www.amazon.de/dp/000416976X,LITANIAE DE VENERABILI KV 243,€11.65,"https://images-na.ssl-images-amazon.com/images/I/414wyAfP+WL._SX350_BO1,204,203,200_.jpg","Product details
Publisher : BREITKOPF (1 Jan. 2000)
Language : French
ISBN-10 : 000416976X
ISBN-13 : 979-0004169766"
https://www.amazon.fr/dp/000416976X,Litaniae de venerabili kv 243,"11,05 €","https://images-na.ssl-images-amazon.com/images/I/414wyAfP+WL._SX350_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Français
ISBN-10 : 000416976X
ISBN-13 : 979-0004169766
Poids de l'article : 501 g"
https://www.amazon.de/dp/000417156X,"Kantate 2 Ach Gott, Vom",€8.16,"https://images-na.ssl-images-amazon.com/images/I/41Suo9QtJ2L._SX350_BO1,204,203,200_.jpg","Product details
Publisher : BREITKOPF; Klavierauszug deutsch/englisch edition (1 Jan. 2000)
Language : French
Sheet music : 27 pages
ISBN-10 : 000417156X
ISBN-13 : 979-0004171561
Dimensions : 27 x 19 x 0.41 cm"
https://www.amazon.fr/dp/000417156X,"Kantate 2 ach gott, vom","5,84 €","https://images-na.ssl-images-amazon.com/images/I/41Suo9QtJ2L._SX350_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Français
ISBN-10 : 000417156X
ISBN-13 : 979-0004171561
Poids de l'article : 201 g
Dimensions : 27 x 19 x 0.41 cm"
https://www.amazon.de/dp/000417173X,Kantate 19 Es Erhub Sich Ein,€11.26,"https://images-na.ssl-images-amazon.com/images/I/41xQZu3zHbL._SX351_BO1,204,203,200_.jpg","Product details
Publisher : BREITKOPF; Klavierauszug Leipzig 1983 edition (1 Jan. 2000)
Language : French
Sheet music : 28 pages
ISBN-10 : 000417173X
ISBN-13 : 978-0004171739"
https://www.amazon.fr/dp/000417173X,Kantate 19 es erhub sich ein,"7,45 €","https://images-na.ssl-images-amazon.com/images/I/41xQZu3zHbL._SX351_BO1,204,203,200_.jpg","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Français
ISBN-10 : 000417173X
ISBN-13 : 978-0004171739
Poids de l'article : 301 g"
https://www.amazon.de/dp/000417206X,"Kantate 52 Falsche Welt, Dir",€7.39,"https://images-na.ssl-images-amazon.com/images/I/41mTrzyK76L._SX349_BO1,204,203,200_.jpg","Product details
Publisher : BREITKOPF; Klavierauszug Leipzig 1984 edition (1 Jan. 2000)
Language : French
Sheet music : 20 pages
ISBN-10 : 000417206X
ISBN-13 : 978-0004172064
Best Sellers Rank: 4,528,809 in Books (See Top 100 in Books)
1,726 in Choral Songbooks
3,095,931 in Foreign Language Books
Customer reviews:
1 rating"
